dt,cos,sin,angle,angular_velocity
0.010,-0.998639,0.052162,3.089407,0.460102
0.011,-0.998388,0.056757,3.084805,-0.433409
0.011,-0.998557,0.053694,3.087873,0.288695
0.011,-0.998474,0.055225,3.086339,-0.144429
0.010,-0.998557,0.053694,3.087873,0.153306
0.010,-0.998557,0.053694,3.087873,0.000000
0.011,-0.998717,0.050630,3.090941,0.288668
0.011,-0.998940,0.046033,3.095543,0.433165
0.010,-0.999076,0.042968,3.098611,0.306796
0.011,-0.999204,0.039903,3.101679,0.288967
0.010,-0.999321,0.036837,3.104747,0.306551
0.011,-0.999430,0.033771,3.107815,0.288995
0.010,-0.999618,0.027638,3.113951,0.613038
0.011,-0.999618,0.027638,3.113951,0.000000
0.011,-0.999801,0.019970,3.121621,0.721868
0.010,-0.999904,0.013835,3.127757,0.591469
0.010,-0.999970,0.007700,3.133893,0.613529
0.011,-0.999999,-0.001504,-3.140089,0.866326
0.010,-1.000000,0.000030,3.141563,-0.153405
0.010,-0.999958,-0.009174,-3.132419,0.920384
0.010,-0.999943,-0.010708,-3.130885,0.153322
0.011,-0.999925,-0.012242,-3.129351,0.144389
0.011,-0.999770,-0.021444,-3.120147,0.866869
0.011,-0.999661,-0.026045,-3.115545,0.433083
0.010,-0.999530,-0.030645,-3.110943,0.448663
0.011,-0.999323,-0.036777,-3.104807,0.577823
0.010,-0.999206,-0.039843,-3.101739,0.306705
0.010,-0.999012,-0.044441,-3.097137,0.460056
0.011,-0.998797,-0.049038,-3.092535,0.433613
0.010,-0.998871,-0.047506,-3.094069,-0.153352
0.011,-0.998561,-0.053634,-3.087933,0.577660
0.010,-0.998391,-0.056697,-3.084865,0.306766
0.010,-0.998561,-0.053634,-3.087933,-0.306735
0.011,-0.998120,-0.061291,-3.080263,0.722276
0.010,-0.998477,-0.055165,-3.086399,-0.591241
0.010,-0.998477,-0.055165,-3.086399,0.000000
0.010,-0.998477,-0.055165,-3.086399,0.000000
0.011,-0.998213,-0.059760,-3.081797,0.433246
0.010,-0.998642,-0.052102,-3.089467,-0.766832
0.010,-0.998477,-0.055165,-3.086399,0.306797
0.011,-0.998561,-0.053634,-3.087933,-0.144416
0.010,-0.998871,-0.047506,-3.094069,-0.613468
0.011,-0.998943,-0.045973,-3.095603,-0.144348
0.011,-0.999079,-0.042908,-3.098671,-0.288777
0.010,-0.999266,-0.038310,-3.103273,-0.449277
0.010,-0.999323,-0.036777,-3.104807,-0.153260
0.011,-0.999576,-0.029111,-3.112477,-0.722140
0.010,-0.999620,-0.027578,-3.114011,-0.153368
0.011,-0.999700,-0.024511,-3.117079,-0.288641
0.011,-0.999770,-0.021444,-3.120147,-0.289076
0.010,-0.999958,-0.009174,-3.132419,-1.227134
0.011,-0.999943,-0.010708,-3.130885,0.144402
0.010,-0.999990,-0.004572,-3.137021,-0.613406
0.010,-0.999995,-0.003038,-3.138555,-0.153368
0.010,-0.999970,0.007700,3.133893,-1.060519
0.011,-0.999970,0.007700,3.133893,0.000000
0.011,-0.999904,0.013835,3.127757,-0.577497
0.010,-0.999769,0.021504,3.120087,-0.766755
0.011,-0.999618,0.027638,3.113951,-0.577823
0.011,-0.999528,0.030705,3.110883,-0.288859
0.010,-0.999377,0.035304,3.106281,-0.460194
0.010,-0.999377,0.035304,3.106281,0.000000
0.010,-0.999141,0.041436,3.100145,-0.612916
0.010,-0.999204,0.039903,3.101679,0.149686
0.011,-0.999141,0.041436,3.100145,-0.144470
0.010,-0.998868,0.047566,3.094009,-0.613529
0.011,-0.998717,0.050630,3.090941,-0.288614
0.011,-0.998868,0.047566,3.094009,0.289022
0.010,-0.998794,0.049098,3.092475,-0.153337
0.011,-0.998557,0.053694,3.087873,-0.433246
0.010,-0.998639,0.052162,3.089407,0.153306
0.011,-0.998717,0.050630,3.090941,0.144334
0.011,-0.999009,0.044501,3.097077,0.577660
0.010,-0.999009,0.044501,3.097077,0.000000
0.011,-0.998868,0.047566,3.094009,-0.288832
0.010,-0.999141,0.041436,3.100145,0.613590
0.010,-0.999430,0.033771,3.107815,0.766755
0.010,-0.999430,0.033771,3.107815,0.000000
0.010,-0.999377,0.035304,3.106281,-0.153368
0.011,-0.999528,0.030705,3.110883,0.433287
0.011,-0.999698,0.024571,3.117019,0.576954
0.011,-0.999830,0.018437,3.123155,0.578204
0.010,-0.999830,0.018437,3.123155,0.000000
0.010,-0.999942,0.010768,3.130825,0.748497
0.010,-0.999981,0.006166,3.135427,0.459734
0.011,-0.999999,-0.001504,-3.140089,0.722554
0.010,-0.999995,-0.003038,-3.138555,0.153368
0.010,-0.999981,-0.006106,-3.135487,0.306643
0.011,-0.999958,-0.009174,-3.132419,0.288967
0.010,-0.999831,-0.018377,-3.123215,0.920170
0.011,-0.999858,-0.016843,-3.124749,-0.144443
0.011,-0.999620,-0.027578,-3.114011,1.010511
0.010,-0.999620,-0.027578,-3.114011,0.000000
0.011,-0.999323,-0.036777,-3.104807,0.866565
0.010,-0.999379,-0.035244,-3.106341,-0.153399
0.010,-0.999144,-0.041376,-3.100205,0.613590
0.010,-0.999079,-0.042908,-3.098671,0.153307
0.011,-0.998943,-0.045973,-3.095603,0.288994
0.010,-0.998642,-0.052102,-3.089467,0.613590
0.010,-0.998642,-0.052102,-3.089467,0.000000
0.010,-0.998721,-0.050570,-3.091001,-0.153398
0.011,-0.998642,-0.052102,-3.089467,0.144266
0.010,-0.998642,-0.052102,-3.089467,0.000000
0.010,-0.998642,-0.052102,-3.089467,0.000000
0.011,-0.998721,-0.050570,-3.091001,-0.144443
0.010,-0.998642,-0.052102,-3.089467,0.153398
0.010,-0.998721,-0.050570,-3.091001,-0.153306
0.011,-0.998871,-0.047506,-3.094069,-0.288723
0.011,-0.998871,-0.047506,-3.094069,0.000000
0.011,-0.999206,-0.039843,-3.101739,-0.722821
0.010,-0.999379,-0.035244,-3.106341,-0.459872
0.011,-0.999206,-0.039843,-3.101739,0.433409
0.010,-0.999379,-0.035244,-3.106341,-0.448838
0.011,-0.999620,-0.027578,-3.114011,-0.722004
0.010,-0.999576,-0.029111,-3.112477,0.153353
0.011,-0.999802,-0.019910,-3.121681,-0.865749
0.011,-0.999802,-0.019910,-3.121681,0.000000
0.011,-0.999943,-0.010708,-3.130885,-0.866542
0.010,-0.999958,-0.009174,-3.132419,-0.153398
0.010,-0.999990,-0.004572,-3.137021,-0.459918
0.011,-0.999995,-0.003038,-3.138555,-0.144416
0.010,-0.999995,0.003098,3.138495,-0.600036
0.010,-0.999942,0.010768,3.130825,-0.764920
0.011,-0.999924,0.012302,3.129291,-0.144457
0.010,-0.999857,0.016903,3.124689,-0.460010
0.011,-0.999735,0.023038,3.118553,-0.577442
0.011,-0.999698,0.024571,3.117019,-0.144470
0.010,-0.999574,0.029172,3.112417,-0.459826
0.011,-0.999528,0.030705,3.110883,-0.144511
0.010,-0.999430,0.033771,3.107815,-0.306704
0.011,-0.999264,0.038370,3.103213,-0.433124
0.010,-0.999264,0.038370,3.103213,0.000000
0.011,-0.999141,0.041436,3.100145,-0.288913
0.011,-0.999204,0.039903,3.101679,0.144334
0.010,-0.999076,0.042968,3.098611,-0.306612
0.011,-0.998940,0.046033,3.095543,-0.288858
0.011,-0.999076,0.042968,3.098611,0.288750
0.010,-0.998940,0.046033,3.095543,-0.306704
0.010,-0.998868,0.047566,3.094009,-0.153368
0.010,-0.999141,0.041436,3.100145,0.613590
0.011,-0.999264,0.038370,3.103213,0.289022
0.010,-0.999204,0.039903,3.101679,-0.149657
0.010,-0.999204,0.039903,3.101679,0.000000
0.010,-0.999204,0.039903,3.101679,0.000000
0.010,-0.999480,0.032238,3.109349,0.766525
0.011,-0.999528,0.030705,3.110883,0.144416
0.011,-0.999659,0.026105,3.115485,0.433450
0.010,-0.999698,0.024571,3.117019,0.153383
0.010,-0.999830,0.018437,3.123155,0.613345
0.011,-0.999904,0.013835,3.127757,0.433246
0.010,-0.999970,0.007700,3.133893,0.613222
0.010,-0.999957,0.009234,3.132359,-0.153352
0.011,-0.999995,0.003098,3.138495,0.577551
0.011,-0.999995,-0.003038,-3.138555,0.577775
0.011,-0.999981,-0.006106,-3.135487,0.288967
0.010,-0.999971,-0.007640,-3.133953,0.153368
0.010,-0.999905,-0.013776,-3.127817,0.613467
0.011,-0.999802,-0.019910,-3.121681,0.577366
0.011,-0.999736,-0.022978,-3.118613,0.288750
0.010,-0.999661,-0.026045,-3.115545,0.306766
0.010,-0.999661,-0.026045,-3.115545,0.000000
0.010,-0.999432,-0.033711,-3.107875,0.766679
0.011,-0.999206,-0.039843,-3.101739,0.577714
0.010,-0.999206,-0.039843,-3.101739,0.000000
0.011,-0.999206,-0.039843,-3.101739,0.000000
0.010,-0.999079,-0.042908,-3.098671,0.306368
0.011,-0.999012,-0.044441,-3.097137,0.144552
0.010,-0.998943,-0.045973,-3.095603,0.153352
0.011,-0.998943,-0.045973,-3.095603,0.000000
0.011,-0.998797,-0.049038,-3.092535,0.288750
0.010,-0.998871,-0.047506,-3.094069,-0.149642
0.010,-0.998797,-0.049038,-3.092535,0.153337
0.011,-0.998721,-0.050570,-3.091001,0.144457
0.010,-0.998943,-0.045973,-3.095603,-0.460148
0.011,-0.998943,-0.045973,-3.095603,0.000000
0.010,-0.999012,-0.044441,-3.097137,-0.153398
0.010,-0.999079,-0.042908,-3.098671,-0.153322
0.011,-0.999206,-0.039843,-3.101739,-0.288994
0.010,-0.999266,-0.038310,-3.103273,-0.153291
0.011,-0.999432,-0.033711,-3.107875,-0.433613
0.010,-0.999620,-0.027578,-3.114011,-0.598275
0.011,-0.999661,-0.026045,-3.115545,-0.144334
0.011,-0.999770,-0.021444,-3.120147,-0.433368
0.010,-0.999770,-0.021444,-3.120147,0.000000
0.011,-0.999925,-0.012242,-3.129351,-0.866950
0.011,-0.999958,-0.009174,-3.132419,-0.288668
0.010,-0.999981,-0.006106,-3.135487,-0.306766
0.011,-0.999999,-0.001504,-3.140089,-0.433205
0.011,-0.999995,0.003098,3.138495,-0.433293
0.010,-0.999970,0.007700,3.133893,-0.448970
0.011,-0.999904,0.013835,3.127757,-0.577605
0.010,-0.999882,0.015369,3.126223,-0.153398
0.011,-0.999904,0.013835,3.127757,0.144334
0.011,-0.999735,0.023038,3.118553,-0.866891
0.010,-0.999618,0.027638,3.113951,-0.459734
0.011,-0.999659,0.026105,3.115485,0.144402
0.011,-0.999574,0.029172,3.112417,-0.288995
0.010,-0.999528,0.030705,3.110883,-0.153230
0.011,-0.999430,0.033771,3.107815,-0.289049
0.010,-0.999377,0.035304,3.106281,-0.149643
0.011,-0.999264,0.038370,3.103213,-0.288749
0.011,-0.999204,0.039903,3.101679,-0.144348
0.011,-0.999264,0.038370,3.103213,0.144416
0.010,-0.999204,0.039903,3.101679,-0.153353
0.011,-0.999076,0.042968,3.098611,-0.288668
0.011,-0.999377,0.035304,3.106281,0.722208
0.010,-0.999321,0.036837,3.104747,-0.153398
0.011,-0.999204,0.039903,3.101679,-0.288886
0.010,-0.999377,0.035304,3.106281,0.448707
0.010,-0.999574,0.029172,3.112417,0.613529
0.011,-0.999480,0.032238,3.109349,-0.288913
0.010,-0.999574,0.029172,3.112417,0.306797
0.010,-0.999618,0.027638,3.113951,0.153383
0.010,-0.999735,0.023038,3.118553,0.460194
0.011,-0.999801,0.019970,3.121621,0.288695
0.011,-0.999857,0.016903,3.124689,0.288831
0.010,-0.999882,0.015369,3.126223,0.153276
0.011,-0.999970,0.007700,3.133893,0.722004
0.010,-0.999995,0.003098,3.138495,0.449189
0.011,-0.999999,-0.001504,-3.140089,0.433334
0.010,-0.999981,-0.006106,-3.135487,0.460056
0.010,-0.999971,-0.007640,-3.133953,0.153383
0.011,-0.999943,-0.010708,-3.130885,0.288858
0.011,-0.999925,-0.012242,-3.129351,0.144294
0.011,-0.999883,-0.015309,-3.126283,0.288940
0.010,-0.999831,-0.018377,-3.123215,0.306742
0.011,-0.999802,-0.019910,-3.121681,0.144334
0.011,-0.999700,-0.024511,-3.117079,0.433164
0.010,-0.999482,-0.032178,-3.109409,0.739762
0.010,-0.999432,-0.033711,-3.107875,0.153322
0.011,-0.999432,-0.033711,-3.107875,0.000000
0.011,-0.999266,-0.038310,-3.103273,0.433736
0.010,-0.999266,-0.038310,-3.103273,0.000000
0.011,-0.999144,-0.041376,-3.100205,0.288777
0.010,-0.999266,-0.038310,-3.103273,-0.306797
0.010,-0.999144,-0.041376,-3.100205,0.306705
0.011,-0.999323,-0.036777,-3.104807,-0.433409
0.010,-0.999144,-0.041376,-3.100205,0.450199
0.010,-0.999144,-0.041376,-3.100205,0.000000
0.010,-0.999266,-0.038310,-3.103273,-0.306705
0.010,-0.999206,-0.039843,-3.101739,0.153399
0.010,-0.999379,-0.035244,-3.106341,-0.460148
0.011,-0.999379,-0.035244,-3.106341,0.000000
0.010,-0.999379,-0.035244,-3.106341,0.000000
0.011,-0.999432,-0.033711,-3.107875,-0.144388
0.011,-0.999432,-0.033711,-3.107875,0.000000
0.010,-0.999700,-0.024511,-3.117079,-0.920194
0.010,-0.999770,-0.021444,-3.120147,-0.295850
0.010,-0.999831,-0.018377,-3.123215,-0.306674
0.011,-0.999883,-0.015309,-3.126283,-0.288592
0.011,-0.999883,-0.015309,-3.126283,0.000000
0.011,-0.999943,-0.010708,-3.130885,-0.432920
0.010,-0.999981,-0.006106,-3.135487,-0.460148
0.010,-0.999981,-0.006106,-3.135487,0.000000
0.010,-0.999995,-0.003038,-3.138555,-0.306735
0.011,-0.999999,-0.001504,-3.140089,-0.144525
0.011,-0.999981,0.006166,3.135427,-0.721603
0.010,-0.999981,0.006166,3.135427,0.000000
0.010,-0.999924,0.012302,3.129291,-0.613406
0.011,-0.999882,0.015369,3.126223,-0.288831
0.011,-0.999830,0.018437,3.123155,-0.288886
0.010,-0.999830,0.018437,3.123155,0.000000
0.011,-0.999618,0.027638,3.113951,-0.866483
0.010,-0.999659,0.026105,3.115485,0.153306
0.011,-0.999618,0.027638,3.113951,-0.144457
0.011,-0.999377,0.035304,3.106281,-0.721258
0.011,-0.999430,0.033771,3.107815,0.138898
0.011,-0.999480,0.032238,3.109349,0.145099
0.010,-0.999574,0.029172,3.112417,0.306735
0.010,-0.999430,0.033771,3.107815,-0.460194
0.011,-0.999430,0.033771,3.107815,0.000000
0.011,-0.999430,0.033771,3.107815,0.000000
0.010,-0.999480,0.032238,3.109349,0.153322
0.011,-0.999528,0.030705,3.110883,0.144388
0.011,-0.999430,0.033771,3.107815,-0.288994
0.010,-0.999528,0.030705,3.110883,0.306490
0.010,-0.999698,0.024571,3.117019,0.599326
0.010,-0.999659,0.026105,3.115485,-0.153368
0.011,-0.999659,0.026105,3.115485,0.000000
0.011,-0.999801,0.019970,3.121621,0.577388
0.010,-0.999882,0.015369,3.126223,0.460148
0.010,-0.999882,0.015369,3.126223,0.000000
0.011,-0.999904,0.013835,3.127757,0.144470
0.011,-0.999957,0.009234,3.132359,0.433287
0.010,-0.999970,0.007700,3.133893,0.153352
0.011,-0.999999,0.001564,3.140029,0.577714
0.010,-0.999999,-0.001504,-3.140089,0.295657
0.010,-0.999995,-0.003038,-3.138555,0.153383
0.011,-0.999971,-0.007640,-3.133953,0.433328
0.010,-0.999943,-0.010708,-3.130885,0.306766
0.011,-0.999958,-0.009174,-3.132419,-0.144321
0.011,-0.999905,-0.013776,-3.127817,0.433246
0.011,-0.999802,-0.019910,-3.121681,0.577257
0.011,-0.999770,-0.021444,-3.120147,0.144457
0.010,-0.999700,-0.024511,-3.117079,0.306674
0.010,-0.999700,-0.024511,-3.117079,0.000000
0.010,-0.999661,-0.026045,-3.115545,0.152879
0.010,-0.999530,-0.030645,-3.110943,0.460194
0.010,-0.999482,-0.032178,-3.109409,0.153291
0.010,-0.999379,-0.035244,-3.106341,0.306705
0.011,-0.999379,-0.035244,-3.106341,0.000000
0.011,-0.999482,-0.032178,-3.109409,-0.288723
0.011,-0.999206,-0.039843,-3.101739,0.722072
0.010,-0.999323,-0.036777,-3.104807,-0.306735
0.011,-0.999266,-0.038310,-3.103273,0.144443
0.010,-0.999432,-0.033711,-3.107875,-0.443560
0.010,-0.999379,-0.035244,-3.106341,0.153383
0.011,-0.999482,-0.032178,-3.109409,-0.288614
0.011,-0.999530,-0.030645,-3.110943,-0.144443
0.010,-0.999482,-0.032178,-3.109409,0.153368
0.010,-0.999432,-0.033711,-3.107875,0.153353
0.011,-0.999700,-0.024511,-3.117079,-0.866728
0.010,-0.999700,-0.024511,-3.117079,0.000000
0.010,-0.999620,-0.027578,-3.114011,0.306797
0.010,-0.999700,-0.024511,-3.117079,-0.306735
0.010,-0.999831,-0.018377,-3.123215,-0.599034
0.010,-0.999802,-0.019910,-3.121681,0.153368
0.010,-0.999925,-0.012242,-3.129351,-0.766501
0.011,-0.999958,-0.009174,-3.132419,-0.288858
0.011,-0.999981,-0.006106,-3.135487,-0.288886
0.010,-0.999995,-0.003038,-3.138555,-0.306797
0.010,-0.999995,-0.003038,-3.138555,0.000000
0.011,-1.000000,0.000030,3.141563,-0.288728
0.011,-0.999999,0.001564,3.140029,-0.144389
0.010,-0.999970,0.007700,3.133893,-0.613345
0.010,-0.999957,0.009234,3.132359,-0.147939
0.011,-0.999904,0.013835,3.127757,-0.433205
0.010,-0.999801,0.019970,3.121621,-0.613590
0.010,-0.999801,0.019970,3.121621,0.000000
0.010,-0.999769,0.021504,3.120087,-0.153399
0.011,-0.999735,0.023038,3.118553,-0.144307
0.011,-0.999735,0.023038,3.118553,0.000000
0.011,-0.999618,0.027638,3.113951,-0.433001
0.011,-0.999574,0.029172,3.112417,-0.144497
0.010,-0.999618,0.027638,3.113951,0.149526
0.011,-0.999698,0.024571,3.117019,0.288940
0.010,-0.999574,0.029172,3.112417,-0.460102
0.010,-0.999574,0.029172,3.112417,0.000000
0.011,-0.999528,0.030705,3.110883,-0.144443
0.010,-0.999574,0.029172,3.112417,0.153383
0.010,-0.999698,0.024571,3.117019,0.460148
0.011,-0.999698,0.024571,3.117019,0.000000
0.010,-0.999698,0.024571,3.117019,0.000000
0.010,-0.999801,0.019970,3.121621,0.460056
0.010,-0.999801,0.019970,3.121621,0.000000
0.010,-0.999830,0.018437,3.123155,0.153383
0.011,-0.999769,0.021504,3.120087,-0.288750
0.011,-0.999882,0.015369,3.126223,0.577279
0.011,-0.999904,0.013835,3.127757,0.144443
0.010,-0.999924,0.012302,3.129291,0.153398
0.010,-0.999981,0.006166,3.135427,0.613467
0.010,-0.999981,0.006166,3.135427,0.000000
0.011,-0.999995,0.003098,3.138495,0.288886
0.011,-0.999999,-0.001504,-3.140089,0.432804
0.010,-0.999990,-0.004572,-3.137021,0.299518
0.011,-0.999995,-0.003038,-3.138555,-0.144361
0.011,-0.999925,-0.012242,-3.129351,0.866401
0.010,-0.999925,-0.012242,-3.129351,0.000000
0.011,-0.999925,-0.012242,-3.129351,0.000000
0.010,-0.999831,-0.018377,-3.123215,0.613444
0.011,-0.999831,-0.018377,-3.123215,0.000000
0.011,-0.999770,-0.021444,-3.120147,0.288831
0.010,-0.999661,-0.026045,-3.115545,0.460056
0.010,-0.999736,-0.022978,-3.118613,-0.295224
0.011,-0.999661,-0.026045,-3.115545,0.289212
0.011,-0.999620,-0.027578,-3.114011,0.144402
0.010,-0.999530,-0.030645,-3.110943,0.306766
0.011,-0.999576,-0.029111,-3.112477,-0.144348
0.011,-0.999482,-0.032178,-3.109409,0.288885
0.010,-0.999530,-0.030645,-3.110943,-0.153368
0.011,-0.999432,-0.033711,-3.107875,0.288831
0.011,-0.999530,-0.030645,-3.110943,-0.288695
0.011,-0.999530,-0.030645,-3.110943,0.000000
0.010,-0.999576,-0.029111,-3.112477,-0.149569
0.011,-0.999620,-0.027578,-3.114011,-0.144416
0.010,-0.999576,-0.029111,-3.112477,0.153383
0.010,-0.999530,-0.030645,-3.110943,0.153398
0.011,-0.999661,-0.026045,-3.115545,-0.433287
0.010,-0.999736,-0.022978,-3.118613,-0.306735
0.010,-0.999736,-0.022978,-3.118613,0.000000
0.011,-0.999831,-0.018377,-3.123215,-0.433736
0.010,-0.999858,-0.016843,-3.124749,-0.153337
0.010,-0.999858,-0.016843,-3.124749,0.000000
0.010,-0.999883,-0.015309,-3.126283,-0.147916
0.010,-0.999943,-0.010708,-3.130885,-0.459964
0.011,-0.999943,-0.010708,-3.130885,0.000000
0.011,-0.999981,-0.006106,-3.135487,-0.433001
0.011,-0.999999,-0.001504,-3.140089,-0.433042
0.010,-0.999995,-0.003038,-3.138555,0.153383
0.010,-0.999995,0.003098,3.138495,-0.613535
0.011,-0.999981,0.006166,3.135427,-0.288994
0.010,-0.999999,0.001564,3.140029,0.460194
0.010,-0.999957,0.009234,3.132359,-0.750768
0.010,-0.999957,0.009234,3.132359,0.000000
0.011,-0.999924,0.012302,3.129291,-0.288994
0.010,-0.999857,0.016903,3.124689,-0.459918
0.011,-0.999857,0.016903,3.124689,0.000000
0.011,-0.999801,0.019970,3.121621,-0.288940
0.010,-0.999801,0.019970,3.121621,0.000000
0.011,-0.999698,0.024571,3.117019,-0.433042
0.011,-0.999801,0.019970,3.121621,0.432961
0.011,-0.999769,0.021504,3.120087,-0.144497
0.010,-0.999659,0.026105,3.115485,-0.443389
0.010,-0.999698,0.024571,3.117019,0.153399
0.011,-0.999698,0.024571,3.117019,0.000000
0.010,-0.999735,0.023038,3.118553,0.153276
0.011,-0.999735,0.023038,3.118553,0.000000
0.010,-0.999735,0.023038,3.118553,0.000000
0.010,-0.999801,0.019970,3.121621,0.306674
0.011,-0.999769,0.021504,3.120087,-0.144538
0.010,-0.999801,0.019970,3.121621,0.153322
0.011,-0.999801,0.019970,3.121621,0.000000
0.010,-0.999857,0.016903,3.124689,0.299635
0.010,-0.999857,0.016903,3.124689,0.000000
0.010,-0.999830,0.018437,3.123155,-0.153276
0.011,-0.999942,0.010768,3.130825,0.722208
0.011,-0.999957,0.009234,3.132359,0.144253
0.011,-0.999981,0.006166,3.135427,0.289131
0.010,-0.999999,0.001564,3.140029,0.460102
0.011,-0.999999,0.001564,3.140029,0.000000
0.010,-0.999995,0.003098,3.138495,-0.153368
0.010,-0.999990,-0.004572,-3.137021,0.736359
0.011,-0.999990,-0.004572,-3.137021,0.000000
0.010,-0.999958,-0.009174,-3.132419,0.460148
0.010,-0.999958,-0.009174,-3.132419,0.000000
0.011,-0.999925,-0.012242,-3.129351,0.288750
0.011,-0.999905,-0.013776,-3.127817,0.144389
0.011,-0.999831,-0.018377,-3.123215,0.433101
0.011,-0.999770,-0.021444,-3.120147,0.288831
0.010,-0.999831,-0.018377,-3.123215,-0.306797
0.010,-0.999661,-0.026045,-3.115545,0.766219
0.010,-0.999736,-0.022978,-3.118613,-0.299372
0.010,-0.999661,-0.026045,-3.115545,0.306674
0.011,-0.999620,-0.027578,-3.114011,0.144497
0.010,-0.999661,-0.026045,-3.115545,-0.153398
0.011,-0.999576,-0.029111,-3.112477,0.288831
0.011,-0.999530,-0.030645,-3.110943,0.144443
0.010,-0.999576,-0.029111,-3.112477,-0.153291
0.011,-0.999576,-0.029111,-3.112477,0.000000
0.010,-0.999576,-0.029111,-3.112477,0.000000
0.011,-0.999530,-0.030645,-3.110943,0.144525
0.010,-0.999700,-0.024511,-3.117079,-0.591127
0.011,-0.999482,-0.032178,-3.109409,0.721800
0.011,-0.999736,-0.022978,-3.118613,-0.866238
0.011,-0.999736,-0.022978,-3.118613,0.000000
0.010,-0.999736,-0.022978,-3.118613,0.000000
0.011,-0.999770,-0.021444,-3.120147,-0.144321
0.010,-0.999905,-0.013776,-3.127817,-0.766961
0.011,-0.999858,-0.016843,-3.124749,0.288972
0.010,-0.999858,-0.016843,-3.124749,0.000000
0.010,-0.999943,-0.010708,-3.130885,-0.600594
0.010,-0.999958,-0.009174,-3.132419,-0.152909
0.010,-0.999958,-0.009174,-3.132419,0.000000
0.010,-0.999958,-0.009174,-3.132419,0.000000
0.011,-0.999999,-0.001504,-3.140089,-0.722276
0.010,-0.999999,0.001564,3.140029,-0.306711
0.011,-0.999999,0.001564,3.140029,0.000000
0.011,-0.999989,0.004632,3.136961,-0.288777
0.011,-0.999970,0.007700,3.133893,-0.288750
0.010,-0.999981,0.006166,3.135427,0.153398
0.010,-0.999970,0.007700,3.133893,-0.147911
0.010,-0.999904,0.013835,3.127757,-0.613590
0.010,-0.999857,0.016903,3.124689,-0.306766
