dt,cos,sin,angle,angular_velocity
0.010,-0.993393,-0.114765,-3.026574,-6.896738
0.011,-0.998797,-0.049038,-3.092535,-6.203022
0.010,-0.999698,0.024571,3.117019,-7.091930
0.010,-0.995478,0.094994,3.046456,-7.050478
0.011,-0.986805,0.161916,2.978961,-6.344651
0.011,-0.972577,0.232580,2.906863,-6.784859
0.010,-0.956932,0.290313,2.847039,-5.975340
0.011,-0.935173,0.354192,2.779543,-6.348279
0.011,-0.912323,0.409472,2.719718,-5.628858
0.010,-0.886209,0.463286,2.659893,-5.974747
0.011,-0.858501,0.512812,2.603135,-5.341020
0.011,-0.834001,0.551763,2.557116,-4.331355
0.010,-0.810440,0.585822,2.515699,-4.039934
0.011,-0.783586,0.621283,2.471213,-4.186678
0.010,-0.767120,0.641504,2.445135,-2.604872
0.011,-0.749116,0.662438,2.417524,-2.600136
0.011,-0.735758,0.677244,2.397582,-1.877632
0.010,-0.723168,0.690673,2.379174,-1.838476
0.011,-0.715710,0.698398,2.368436,-1.012032
0.010,-0.712488,0.701684,2.363834,-0.460009
0.011,-0.716780,0.697299,2.369970,0.577441
0.010,-0.719982,0.693993,2.374572,0.443734
0.010,-0.732634,0.680623,2.392980,1.840305
0.011,-0.747081,0.664733,2.414456,2.021858
0.010,-0.764159,0.645028,2.440533,2.607219
0.010,-0.782632,0.622485,2.469679,2.913575
0.010,-0.803190,0.595723,2.503427,3.373456
0.011,-0.833153,0.553042,2.555582,4.905557
0.011,-0.857713,0.514129,2.601601,4.331357
0.011,-0.884783,0.466003,2.656825,5.194371
0.011,-0.909793,0.415062,2.713582,5.341477
0.010,-0.932982,0.359923,2.773407,5.834285
0.010,-0.955132,0.296179,2.840903,6.743735
0.011,-0.971132,0.238543,2.900728,5.626168
0.011,-0.986049,0.166455,2.974359,6.924396
0.010,-0.995030,0.099574,3.041854,6.744362
0.010,-0.999430,0.033771,3.107815,6.588718
0.011,-0.999266,-0.038310,-3.103273,6.782928
0.010,-0.994407,-0.105617,-3.035778,6.741691
0.011,-0.983943,-0.178484,-2.962147,6.928961
0.011,-0.969289,-0.245926,-2.893118,6.490475
0.010,-0.953315,-0.301977,-2.834826,5.824653
0.011,-0.931338,-0.364157,-2.768865,6.203021
0.010,-0.909180,-0.416402,-2.712108,5.671563
0.011,-0.885525,-0.464592,-2.658419,5.054008
0.010,-0.860882,-0.508804,-2.607797,5.058952
0.010,-0.837404,-0.546585,-2.563312,4.443534
0.011,-0.813162,-0.582038,-2.520360,4.045810
0.011,-0.791188,-0.611573,-2.483545,3.464214
0.011,-0.773029,-0.634370,-2.454399,2.741966
0.010,-0.751185,-0.660092,-2.420652,3.252778
0.010,-0.745078,-0.666978,-2.411448,0.920097
0.011,-0.731630,-0.681702,-2.391506,1.877286
0.011,-0.727433,-0.686179,-2.385370,0.577385
0.011,-0.725325,-0.688407,-2.382302,0.288942
0.010,-0.728485,-0.685062,-2.386904,-0.460058
0.011,-0.737873,-0.674940,-2.400710,-1.299088
0.010,-0.747120,-0.664689,-2.414516,-1.379852
0.011,-0.760226,-0.649659,-2.434458,-1.876399
0.011,-0.777872,-0.628423,-2.462069,-2.601335
0.010,-0.795855,-0.605487,-2.491215,-2.843917
0.010,-0.817602,-0.575784,-2.528030,-3.678526
0.011,-0.843224,-0.537562,-2.574050,-4.330924
0.010,-0.867824,-0.496871,-2.621603,-4.752588
0.011,-0.891854,-0.452323,-2.672225,-4.760549
0.010,-0.913599,-0.406616,-2.722846,-5.059966
0.010,-0.936814,-0.349828,-2.784205,-6.130864
0.011,-0.956949,-0.290256,-2.847098,-5.920470
0.011,-0.974346,-0.225055,-2.914593,-6.350048
0.010,-0.986814,-0.161857,-2.979021,-6.436971
0.010,-0.995337,-0.096461,-3.044982,-6.511885
0.011,-0.999700,-0.024511,-3.117079,-6.774650
0.010,-0.999076,0.042968,3.098611,-6.744394
0.011,-0.993561,0.113301,3.028048,-6.641994
0.010,-0.983932,0.178543,2.962087,-6.586696
0.011,-0.969650,0.244497,2.894592,-6.347682
0.010,-0.950952,0.309337,2.827097,-6.744366
0.011,-0.930194,0.367068,2.765737,-5.773009
0.011,-0.904631,0.426195,2.701310,-6.061841
0.010,-0.883349,0.468715,2.653757,-4.638028
0.011,-0.856923,0.515444,2.600067,-5.049273
0.010,-0.834846,0.550483,2.558650,-4.140576
0.011,-0.808639,0.588306,2.512631,-4.330900
0.010,-0.788328,0.615255,2.478883,-3.373117
0.010,-0.771041,0.636785,2.451271,-2.760269
0.011,-0.752157,0.658984,2.422126,-2.744031
0.010,-0.742988,0.669305,2.408320,-1.380544
0.011,-0.729494,0.683987,2.388378,-1.877103
0.011,-0.725283,0.688451,2.382242,-0.577548
0.010,-0.724226,0.689562,2.380708,-0.149605
0.011,-0.728444,0.685106,2.386844,0.577442
0.011,-0.737832,0.674984,2.400650,1.300439
0.010,-0.746060,0.665879,2.412922,1.226788
0.010,-0.761183,0.648537,2.435931,2.300316
0.011,-0.778798,0.627275,2.463543,2.597441
0.011,-0.801358,0.598185,2.500359,3.467156
0.011,-0.824572,0.565757,2.540242,3.751301
0.010,-0.844837,0.535023,2.577058,3.680362
0.010,-0.870827,0.491589,2.627679,5.058476
0.011,-0.897311,0.441398,2.684437,5.340013
0.011,-0.920306,0.391198,2.739660,5.193838
0.011,-0.943583,0.331135,2.804087,6.064698
0.010,-0.961272,0.275601,2.862378,5.825212
0.010,-0.977671,0.210141,2.929873,6.741040
0.011,-0.990054,0.140688,3.000437,6.638867
0.010,-0.997174,0.075124,3.066397,6.589329
0.011,-0.999957,0.009234,3.132359,6.206548
0.010,-0.998213,-0.059760,-3.081797,6.897435
0.010,-0.991910,-0.126947,-3.014302,6.498110
0.011,-0.981089,-0.193556,-2.946807,6.350048
0.010,-0.966984,-0.254837,-2.883914,6.282053
0.011,-0.948571,-0.316565,-2.819487,6.061819
0.010,-0.927947,-0.372713,-2.759661,5.978951
0.011,-0.904657,-0.426141,-2.701370,5.485706
0.010,-0.882657,-0.470017,-2.652283,4.903836
0.011,-0.858532,-0.512761,-2.603195,4.621174
0.010,-0.835723,-0.549152,-2.560244,4.292976
0.011,-0.814944,-0.579540,-2.523428,3.463870
0.010,-0.793994,-0.607926,-2.488147,3.440393
0.011,-0.774972,-0.631996,-2.457467,2.890041
0.010,-0.759229,-0.650824,-2.432924,2.453860
0.010,-0.750171,-0.661243,-2.419118,1.380539
0.010,-0.744054,-0.668120,-2.409914,0.920381
0.010,-0.735799,-0.677200,-2.397642,1.227034
0.010,-0.732675,-0.680579,-2.393040,0.460102
0.011,-0.739940,-0.672673,-2.403778,-1.010795
0.010,-0.745078,-0.666978,-2.411448,-0.766989
0.011,-0.755221,-0.655470,-2.426788,-1.443826
0.010,-0.770102,-0.637921,-2.449797,-2.217403
0.011,-0.785525,-0.618829,-2.474341,-2.309963
0.011,-0.807770,-0.589497,-2.511157,-3.463240
0.011,-0.830633,-0.556820,-2.551040,-3.753796
0.011,-0.854574,-0.519330,-2.595526,-4.184709
0.011,-0.879757,-0.475424,-2.646147,-4.764113
0.011,-0.901362,-0.433067,-2.693700,-4.474361
0.011,-0.925642,-0.378400,-2.753525,-5.627776
0.011,-0.946115,-0.323831,-2.811817,-5.483123
0.010,-0.965402,-0.260765,-2.877778,-6.429942
0.011,-0.980491,-0.196565,-2.943739,-6.204794
0.010,-0.990699,-0.136071,-3.005098,-6.132067
0.011,-0.997827,-0.065883,-3.075661,-6.630105
0.011,-0.999981,0.006166,3.135427,-6.784204
0.011,-0.997509,0.070535,3.070999,-6.060129
0.011,-0.989618,0.143725,2.997369,-6.926958
0.010,-0.978628,0.205640,2.934475,-6.282681
0.011,-0.962113,0.272650,2.865446,-6.491109
0.011,-0.942050,0.335473,2.799485,-6.194836
0.010,-0.922097,0.386959,2.744262,-5.327741
0.010,-0.898661,0.438643,2.687505,-5.672651
0.010,-0.877531,0.479520,2.641485,-4.600328
0.011,-0.851339,0.524615,2.589329,-4.909300
0.011,-0.828028,0.560687,2.546378,-4.042021
0.010,-0.805923,0.592021,2.508029,-3.833206
0.010,-0.791151,0.611621,2.483485,-2.453396
0.010,-0.770064,0.637967,2.449737,-3.374124
0.011,-0.754175,0.656673,2.425194,-2.311080
0.010,-0.740931,0.671581,2.405252,-1.951694
0.010,-0.736796,0.676115,2.399116,-0.611147
0.011,-0.734718,0.678372,2.396048,-0.288994
0.010,-0.733677,0.679498,2.394514,-0.153381
0.010,-0.741960,0.670444,2.406786,1.226915
0.010,-0.748099,0.663587,2.415990,0.919547
0.011,-0.761183,0.648537,2.435931,1.877990
0.011,-0.776870,0.629662,2.460475,2.311290
0.010,-0.793024,0.609191,2.486553,2.606959
0.011,-0.813127,0.582087,2.520300,3.174406
0.010,-0.838208,0.545350,2.564786,4.287595
0.010,-0.858501,0.512812,2.603135,3.834020
0.011,-0.884067,0.467360,2.655291,4.908837
0.010,-0.906583,0.422028,2.705912,5.053879
0.011,-0.929630,0.368495,2.764203,5.485727
0.011,-0.950952,0.309337,2.827097,5.920490
0.010,-0.968132,0.250442,2.888456,6.125919
0.011,-0.982818,0.184577,2.955951,6.345292
0.011,-0.993208,0.116349,3.024980,6.499015
0.011,-0.998868,0.047566,3.094009,6.489886
0.010,-0.999858,-0.016843,-3.124749,6.278783
0.011,-0.996047,-0.088824,-3.052652,6.783582
0.010,-0.988262,-0.152768,-2.988225,6.435683
0.011,-0.976044,-0.217575,-2.922263,6.208280
0.010,-0.959580,-0.281436,-2.856302,6.591330
0.010,-0.942070,-0.335417,-2.799545,5.672132
0.011,-0.922120,-0.386903,-2.744322,5.195816
0.010,-0.898688,-0.438589,-2.687564,5.672674
0.010,-0.875344,-0.483501,-2.636943,5.058977
0.011,-0.852976,-0.521950,-2.592458,4.025951
0.011,-0.828921,-0.559366,-2.547972,4.205283
0.010,-0.811372,-0.584530,-2.517292,3.064097
0.011,-0.789308,-0.613998,-2.480477,3.464873
0.011,-0.773029,-0.634370,-2.454399,2.455714
0.010,-0.762216,-0.647323,-2.437526,1.687112
0.010,-0.752197,-0.658939,-2.422186,1.533923
0.011,-0.744054,-0.668120,-2.409914,1.155192
0.010,-0.743028,-0.669260,-2.408380,0.153336
0.011,-0.743028,-0.669260,-2.408380,0.000000
0.010,-0.749156,-0.662393,-2.417584,-0.897928
0.010,-0.758229,-0.651988,-2.431390,-1.379854
0.011,-0.771080,-0.636739,-2.451331,-1.877793
0.011,-0.786474,-0.617624,-2.475875,-2.309983
0.010,-0.801394,-0.598137,-2.500419,-2.453151
0.011,-0.822867,-0.568234,-2.537234,-3.466479
0.010,-0.843224,-0.537562,-2.574050,-3.680732
0.010,-0.870102,-0.492872,-2.626205,-5.208994
0.011,-0.888359,-0.459150,-2.664555,-3.611551
0.011,-0.914842,-0.403811,-2.725914,-5.771358
0.010,-0.935736,-0.352700,-2.781137,-5.319013
0.010,-0.953315,-0.301977,-2.834826,-5.360450
0.011,-0.970410,-0.241463,-2.897720,-5.914340
0.011,-0.985019,-0.172444,-2.968283,-6.645103
0.010,-0.993740,-0.111717,-3.029642,-6.132092
0.010,-0.998943,-0.045973,-3.095603,-6.586062
0.011,-0.999698,0.024571,3.117019,-6.640102
0.010,-0.996177,0.087356,3.054126,-6.283937
0.010,-0.988253,0.152827,2.988165,-6.591307
0.011,-0.976363,0.216136,2.923737,-6.062413
0.010,-0.961272,0.275601,2.862378,-6.129639
0.010,-0.943074,0.332582,2.802553,-5.975342
0.011,-0.921502,0.388373,2.742728,-5.634163
0.011,-0.899333,0.437264,2.689038,-5.049273
0.010,-0.876794,0.480866,2.639951,-4.903791
0.011,-0.852143,0.523309,2.590863,-4.623369
0.010,-0.829744,0.558144,2.549446,-4.139751
0.010,-0.810440,0.585822,2.515699,-3.372729
0.010,-0.792088,0.610407,2.485019,-3.067181
0.010,-0.774934,0.632042,2.457407,-2.695328
0.010,-0.760187,0.649704,2.434397,-2.300312
0.010,-0.751145,0.660137,2.420592,-1.380405
0.011,-0.744014,0.668164,2.409854,-1.010414
0.011,-0.738867,0.673851,2.402184,-0.722069
0.010,-0.744014,0.668164,2.409854,0.766675
0.011,-0.750132,0.661288,2.419058,0.866320
0.011,-0.756186,0.654356,2.428262,0.867052
0.010,-0.771041,0.636785,2.451271,2.299627
0.010,-0.785488,0.618877,2.474281,2.299165
0.010,-0.800440,0.599413,2.498825,2.367249
0.010,-0.821960,0.569545,2.535640,3.678846
0.011,-0.846475,0.532429,2.580126,4.186286
0.011,-0.869315,0.494258,2.624611,4.188650
0.010,-0.890435,0.455110,2.669097,4.444421
0.011,-0.914818,0.403866,2.725854,5.340476
0.011,-0.937329,0.348447,2.785679,5.628326
0.011,-0.957376,0.288845,2.848572,5.915478
0.010,-0.972577,0.232580,2.906863,5.825213
0.011,-0.985534,0.169480,2.971291,6.061841
0.010,-0.994720,0.102626,3.038786,6.660442
0.010,-0.999141,0.041436,3.100145,6.130864
0.011,-0.999620,-0.027578,-3.114011,6.488649
0.011,-0.995337,-0.096461,-3.044982,6.494776
0.011,-0.986565,-0.163370,-2.977487,6.349451
0.010,-0.974346,-0.225055,-2.914593,6.285172
0.010,-0.959147,-0.282908,-2.854768,5.977752
0.011,-0.941036,-0.338306,-2.796477,5.484694
0.010,-0.921526,-0.388317,-2.742788,5.364200
0.010,-0.898014,-0.439967,-2.686030,5.537018
0.010,-0.877560,-0.479468,-2.641545,4.446200
0.011,-0.855369,-0.518019,-2.597059,4.185868
0.010,-0.831486,-0.555545,-2.552574,4.446644
0.010,-0.812268,-0.583284,-2.518826,3.373429
0.011,-0.795855,-0.605487,-2.491215,2.598911
0.011,-0.778835,-0.627229,-2.463603,2.599400
0.010,-0.769123,-0.639101,-2.448263,1.532981
0.011,-0.759229,-0.650824,-2.432924,1.445054
0.010,-0.750171,-0.661243,-2.419118,1.379987
0.010,-0.747120,-0.664689,-2.414516,0.449062
0.011,-0.753206,-0.657784,-2.423720,-0.866482
0.010,-0.757228,-0.653150,-2.429856,-0.613104
0.011,-0.766173,-0.642634,-2.443661,-1.300310
0.010,-0.779796,-0.626033,-2.465137,-2.146749
0.011,-0.794925,-0.606707,-2.489681,-2.309114
0.011,-0.811372,-0.584530,-2.517292,-2.599157
0.010,-0.832337,-0.554269,-2.554108,-3.680708
0.010,-0.854574,-0.519330,-2.595526,-4.139336
0.011,-0.875344,-0.483501,-2.636943,-3.896622
0.010,-0.897338,-0.441344,-2.684496,-4.641697
0.010,-0.919729,-0.392554,-2.738186,-5.365273
0.011,-0.939470,-0.342632,-2.791875,-5.050225
0.011,-0.958275,-0.285849,-2.851700,-5.627777
0.011,-0.974690,-0.223560,-2.916127,-6.056685
0.011,-0.987061,-0.160343,-2.980555,-6.063532
0.010,-0.995337,-0.096461,-3.044982,-6.436969
0.011,-0.999576,-0.029111,-3.112477,-6.349473
0.010,-0.999321,0.036837,3.104747,-6.588701
0.010,-0.994876,0.101100,3.040320,-6.204376
0.011,-0.986303,0.164943,2.975893,-6.060084
0.011,-0.973286,0.229595,2.909931,-6.205963
0.010,-0.956932,0.290313,2.847039,-6.285146
0.010,-0.937862,0.347009,2.787213,-5.975988
0.011,-0.917279,0.398245,2.731990,-5.197305
0.011,-0.895953,0.444149,2.681369,-4.765437
0.010,-0.873827,0.486236,2.633815,-4.750237
0.010,-0.849726,0.527225,2.586262,-4.751188
0.011,-0.829744,0.558144,2.549446,-3.467813
0.010,-0.811337,0.584578,2.517233,-3.142207
0.010,-0.790212,0.612834,2.481951,-3.523911
0.011,-0.776870,0.629662,2.460475,-2.023380
0.010,-0.765148,0.643854,2.442067,-1.840123
0.011,-0.756186,0.654356,2.428262,-1.299215
0.010,-0.750132,0.661288,2.419058,-0.920007
0.010,-0.748099,0.663587,2.415990,-0.306676
0.011,-0.754175,0.656673,2.425194,0.866725
0.011,-0.758190,0.652033,2.431329,0.577607
0.011,-0.771041,0.636785,2.451271,1.878345
0.010,-0.780719,0.624883,2.466611,1.477485
0.010,-0.796747,0.604313,2.492689,2.607476
0.011,-0.815797,0.578339,2.524902,3.032166
0.010,-0.836531,0.547919,2.561718,3.680365
0.011,-0.857713,0.514129,2.601601,3.752758
0.011,-0.883349,0.468715,2.653757,4.907909
0.011,-0.904631,0.426195,2.701310,4.474739
0.010,-0.925619,0.378456,2.753465,5.209540
0.011,-0.946591,0.322436,2.813291,5.629389
0.010,-0.964985,0.262304,2.876184,6.128858
0.011,-0.979564,0.201134,2.939077,5.919935
0.011,-0.990691,0.136130,3.005038,6.202461
0.011,-0.997721,0.067474,3.074067,6.488621
0.011,-0.999999,0.001564,3.140029,6.207716
0.011,-0.997927,-0.064353,-3.077195,6.199526
0.011,-0.991515,-0.129989,-3.011234,6.211204
0.010,-0.981385,-0.192051,-2.948341,6.280147
0.011,-0.966198,-0.257802,-2.880846,6.350669
0.011,-0.950018,-0.312196,-2.824089,5.336478
0.010,-0.930216,-0.367012,-2.765797,5.618495
0.010,-0.909180,-0.416402,-2.712108,5.366369
0.010,-0.889763,-0.456422,-2.667623,4.447066
0.011,-0.869345,-0.494206,-2.624671,4.036702
0.011,-0.844048,-0.536268,-2.575584,4.623779
0.011,-0.824606,-0.565707,-2.540302,3.320565
0.010,-0.806865,-0.590735,-2.509623,3.066237
0.011,-0.792125,-0.610359,-2.485079,2.310636
0.011,-0.777872,-0.628423,-2.462069,2.164830
0.011,-0.767158,-0.641458,-2.445195,1.557390
0.010,-0.759229,-0.650824,-2.432924,1.222391
0.010,-0.759229,-0.650824,-2.432924,0.000000
0.011,-0.758229,-0.651988,-2.431390,0.144347
0.011,-0.765187,-0.643809,-2.442127,-1.010988
0.010,-0.771080,-0.636739,-2.451331,-0.920172
0.011,-0.783623,-0.621237,-2.471273,-1.878517
0.010,-0.798633,-0.601818,-2.495817,-2.451434
0.011,-0.816718,-0.577037,-2.526496,-2.888683
0.011,-0.836564,-0.547869,-2.561778,-3.321790
0.010,-0.855369,-0.518019,-2.597059,-3.399607
0.011,-0.877560,-0.479468,-2.641545,-4.185868
0.010,-0.898014,-0.439967,-2.686030,-4.446200
0.011,-0.919729,-0.392554,-2.738186,-4.908815
0.010,-0.939470,-0.342632,-2.791875,-5.361544
0.011,-0.957393,-0.288788,-2.848632,-5.344018
0.010,-0.972947,-0.231029,-2.908458,-5.973573
0.011,-0.985283,-0.170932,-2.969817,-5.775163
0.011,-0.994568,-0.104092,-3.037312,-6.346486
0.011,-0.999379,-0.035244,-3.106341,-6.492919
0.010,-0.999659,0.026105,3.115485,-5.982511
0.010,-0.996042,0.088884,3.052592,-6.285194
0.011,-0.988017,0.154343,2.986631,-6.207088
0.010,-0.977348,0.211641,2.928339,-5.822931
0.011,-0.961694,0.274126,2.863912,-6.061272
0.010,-0.943583,0.331135,2.804087,-5.975340
0.011,-0.924454,0.381294,2.750397,-5.054029
0.010,-0.901999,0.431738,2.695174,-5.518989
0.011,-0.878998,0.476826,2.644553,-4.765437
0.010,-0.857713,0.514129,2.601601,-4.136244
0.011,-0.835690,0.549202,2.560184,-3.898112
0.010,-0.817567,0.575833,2.527970,-3.220819
0.010,-0.800440,0.599413,2.498825,-2.913527
0.011,-0.785488,0.618877,2.474281,-2.309332
0.010,-0.773964,0.633230,2.455873,-1.840679
0.011,-0.767120,0.641504,2.445135,-1.011368
0.010,-0.758190,0.652033,2.431329,-1.380268
0.011,-0.756186,0.654356,2.428262,-0.288749
0.010,-0.762177,0.647369,2.437465,0.919919
0.010,-0.766135,0.642680,2.443601,0.598858
0.011,-0.773964,0.633230,2.455873,1.155407
0.010,-0.787383,0.616464,2.477349,2.145272
0.010,-0.800440,0.599413,2.498825,2.147408
0.011,-0.819330,0.573322,2.531038,3.033880
0.010,-0.839877,0.542776,2.567854,3.679996
0.011,-0.860852,0.508856,2.607737,3.755584
0.010,-0.881907,0.471423,2.650689,4.292551
0.011,-0.905284,0.424807,2.702844,4.904171
0.011,-0.925619,0.378456,2.753465,4.764587
0.010,-0.945598,0.325339,2.810223,5.461344
0.011,-0.964176,0.265263,2.873116,5.919330
0.011,-0.978942,0.204138,2.936009,5.918819
0.010,-0.989172,0.146760,2.994301,5.823514
0.011,-0.996694,0.081242,3.060261,6.205335
0.011,-0.999769,0.021504,3.120087,5.627799
0.010,-0.998943,-0.045973,-3.095603,6.743044
0.011,-0.993740,-0.111717,-3.029642,6.205358
0.011,-0.984215,-0.176975,-2.963681,6.207133
0.010,-0.972591,-0.232521,-2.906924,5.529461
0.011,-0.955150,-0.296122,-2.840962,6.203607
0.011,-0.937349,-0.348390,-2.785739,5.198263
0.011,-0.915461,-0.402407,-2.727448,5.482629
0.010,-0.896660,-0.442720,-2.682962,4.447068
0.010,-0.877560,-0.479468,-2.641545,4.140574
0.011,-0.852976,-0.521950,-2.592458,4.618124
0.011,-0.834879,-0.550433,-2.558710,3.176842
0.010,-0.818484,-0.574529,-2.529564,2.912975
0.010,-0.800476,-0.599365,-2.498885,3.065342
0.010,-0.787420,-0.616417,-2.477409,2.071995
0.011,-0.776907,-0.629615,-2.460535,1.587597
0.010,-0.770102,-0.637921,-2.449797,1.073746
0.011,-0.767158,-0.641458,-2.445195,0.433166
0.011,-0.766173,-0.642634,-2.443661,0.144363
0.011,-0.770102,-0.637921,-2.449797,-0.577554
0.010,-0.777872,-0.628423,-2.462069,-1.227006
0.011,-0.788365,-0.615208,-2.478943,-1.589099
0.010,-0.801394,-0.598137,-2.500419,-2.147203
0.010,-0.816718,-0.577037,-2.526496,-2.604095
0.010,-0.832337,-0.554269,-2.554108,-2.696089
0.011,-0.854574,-0.519330,-2.595526,-3.896647
0.011,-0.875344,-0.483501,-2.636943,-3.897356
0.011,-0.895980,-0.444095,-2.681428,-4.186679
0.010,-0.916691,-0.399597,-2.730516,-4.905285
0.011,-0.935194,-0.354135,-2.779603,-4.620756
0.011,-0.954237,-0.299051,-2.837894,-5.478483
0.011,-0.970779,-0.239974,-2.899254,-5.776251
0.010,-0.983111,-0.183010,-2.957545,-5.824098
0.010,-0.992854,-0.119335,-3.021972,-6.202559
0.011,-0.998477,-0.055165,-3.086399,-6.065246
0.010,-0.999957,0.009234,3.132359,-6.434403
0.011,-0.997509,0.070535,3.070999,-5.772467
0.011,-0.990054,0.140688,3.000437,-6.635074
0.011,-0.980176,0.198128,2.942145,-5.485210
0.011,-0.965786,0.259342,2.879252,-5.916592
0.010,-0.949519,0.313710,2.822495,-5.670948
0.011,-0.929630,0.368495,2.764203,-5.483664
0.011,-0.909793,0.415062,2.713582,-4.763690
0.010,-0.889736,0.456476,2.667563,-4.488080
0.010,-0.869315,0.494258,2.624611,-4.292550
0.011,-0.846475,0.532429,2.580126,-4.186285
0.010,-0.827167,0.561956,2.544844,-3.526727
0.011,-0.809540,0.587065,2.514165,-2.887276
0.011,-0.794889,0.606755,2.489621,-2.310205
0.010,-0.784538,0.620081,2.472747,-1.686459
0.010,-0.775903,0.630852,2.458941,-1.380542
0.011,-0.768103,0.640327,2.446669,-1.156278
0.010,-0.766135,0.642680,2.443601,-0.306644
0.011,-0.771041,0.636785,2.451271,0.721938
0.011,-0.772017,0.635601,2.452805,0.144388
0.010,-0.780719,0.624883,2.466611,1.380129
0.010,-0.792088,0.610407,2.485019,1.840677
0.010,-0.805923,0.592021,2.508029,2.300547
0.011,-0.825439,0.564491,2.541776,3.175601
0.011,-0.844016,0.536318,2.575524,3.176844
0.011,-0.863958,0.503564,2.613873,3.610193
0.010,-0.883349,0.468715,2.653757,3.987302
0.010,-0.906583,0.422028,2.705912,5.020358
0.011,-0.927924,0.372769,2.759601,5.052126
0.011,-0.947085,0.320984,2.814825,5.196325
0.010,-0.963358,0.268220,2.870048,5.518941
0.010,-0.977348,0.211641,2.928339,5.825262
0.011,-0.988253,0.152827,2.988165,5.631510
0.010,-0.995905,0.090411,3.051058,6.285146
0.011,-0.999574,0.029172,3.112417,5.768665
0.011,-0.999206,-0.039843,-3.101739,6.494760
0.010,-0.995188,-0.097987,-3.043448,5.823514
0.010,-0.987306,-0.158829,-2.982089,5.986009
0.010,-0.975709,-0.219072,-2.920729,6.132066
0.010,-0.962130,-0.272592,-2.865506,5.519517
0.010,-0.945117,-0.326732,-2.808749,5.672132
0.010,-0.926799,-0.375558,-2.756593,5.211598
0.011,-0.907899,-0.419190,-2.709040,4.473941
0.011,-0.886236,-0.463233,-2.659953,4.620299
0.011,-0.867061,-0.498202,-2.620069,3.751344
0.010,-0.848948,-0.528477,-2.584788,3.527408
0.010,-0.828921,-0.559366,-2.547972,3.679995
0.010,-0.813162,-0.582038,-2.520360,2.661785
0.010,-0.800476,-0.599365,-2.498885,2.146339
0.011,-0.789308,-0.613998,-2.480477,1.733382
0.010,-0.779796,-0.626033,-2.465137,1.533923
0.010,-0.774972,-0.631996,-2.457467,0.766912
0.010,-0.774972,-0.631996,-2.457467,0.000000
0.011,-0.774972,-0.631996,-2.457467,0.000000
0.010,-0.779796,-0.626033,-2.465137,-0.766835
0.011,-0.791188,-0.611573,-2.483545,-1.732078
0.010,-0.801394,-0.598137,-2.500419,-1.650981
0.010,-0.814944,-0.579540,-2.523428,-2.294806
0.010,-0.831486,-0.555545,-2.552574,-2.913553
0.011,-0.848136,-0.529778,-2.583254,-2.887864
0.010,-0.866296,-0.499531,-2.618535,-3.527432
0.011,-0.889062,-0.457787,-2.666089,-4.473919
0.011,-0.908541,-0.417797,-2.710574,-4.186261
0.010,-0.927947,-0.372713,-2.759661,-4.904820
0.010,-0.945617,-0.325282,-2.810283,-5.059460
0.011,-0.962961,-0.269639,-2.868574,-5.483663
0.010,-0.978005,-0.208583,-2.931467,-6.060331
0.010,-0.988495,-0.151251,-2.989758,-5.825237
0.010,-0.995628,-0.093407,-3.048050,-5.825819
0.010,-0.999323,-0.036777,-3.104807,-5.672698
0.011,-0.999574,0.029172,3.112417,-6.201860
0.011,-0.995622,0.093466,3.047990,-6.064696
0.010,-0.988253,0.152827,2.988165,-5.976536
0.010,-0.977671,0.210141,2.929873,-5.825261
0.011,-0.962530,0.271174,2.866980,-5.917704
0.010,-0.946591,0.322436,2.813291,-5.365247
0.010,-0.928495,0.371345,2.761135,-5.086533
0.011,-0.907229,0.420637,2.707446,-5.049748
0.011,-0.886209,0.463286,2.659893,-4.475582
0.011,-0.866266,0.499583,2.618475,-3.898478
0.010,-0.848104,0.529829,2.583194,-3.527082
0.010,-0.829744,0.558144,2.549446,-3.372781
0.011,-0.810440,0.585822,2.515699,-3.172318
0.011,-0.799519,0.600640,2.497291,-1.734850
0.010,-0.788328,0.615255,2.478883,-1.839391
0.011,-0.777835,0.628469,2.462009,-1.589100
0.010,-0.774934,0.632042,2.457407,-0.460056
0.011,-0.774934,0.632042,2.457407,0.000000
0.010,-0.777835,0.628469,2.462009,0.460056
0.011,-0.783586,0.621283,2.471213,0.866321
0.010,-0.793957,0.607974,2.488087,1.687138
0.010,-0.802275,0.596955,2.501893,1.380129
0.011,-0.820209,0.572064,2.532572,2.887545
0.011,-0.836531,0.547919,2.561718,2.744548
0.010,-0.854542,0.519382,2.595465,3.370755
0.010,-0.876056,0.482210,2.638417,4.142233
0.010,-0.894586,0.446896,2.678301,3.987303
0.011,-0.914818,0.403866,2.725854,4.474740
0.010,-0.934628,0.355626,2.778009,5.211621
0.010,-0.951897,0.306418,2.830165,5.211621
0.011,-0.967746,0.251927,2.886922,5.341480
0.010,-0.980779,0.195120,2.945213,5.825842
0.011,-0.990899,0.134610,3.006572,5.771380
0.011,-0.997058,0.076654,3.064863,5.485683
0.010,-0.999924,0.012302,3.129291,6.436994
0.010,-0.998721,-0.050570,-3.091001,6.126500
0.011,-0.993568,-0.113241,-3.028108,5.920469
0.011,-0.984215,-0.176975,-2.963681,6.058989
0.011,-0.971873,-0.235504,-2.903856,5.629896
